100	0.091688909	0.01662776	0.107811728
200	0.187767896	0.034059387	0.220793661
300	0.285509493	0.051773598	0.335711834
400	0.3820355	0.069277522	0.449211295
500	0.47951889	0.086936739	0.563816036
