100	0.230799167	0.032541358	0.195974614
200	0.467663388	0.066657472	0.401214233
300	0.710915768	0.101326337	0.609906772
400	0.951238038	0.135585022	0.816077559
500	1.19405827	0.170142645	1.024448983
